"objectname","id","rating","numplays","weight","own","fortrade","want","wanttobuy","wanttoplay","prevowned","preordered","wishlist","wishlistpriority","wishlistcomment","comment","conditiontext","haspartslist","wantpartslist","collid","baverage","average","avgweight","rank","numowned","objecttype","originalname","minplayers","maxplayers","playingtime","maxplaytime","minplaytime","yearpublished","bggrecplayers","bggbestplayers","bggrecagerange","bgglanguagedependence","publisherid","imageid","year","language","other","itemtype","barcode","pricepaid","pp_currency","currvalue","cv_currency","acquisitiondate","acquiredfrom","quantity","privatecomment","invlocation","invdate","version_publishers","version_languages","version_yearpublished","version_nickname","BG","BH","BI","BJ","BK","BL","BM","BN","BO","BP","BQ","BR","BS","BT","BU","BV","BW","BX","BY","BZ","CA","CB","CC","CD","CE","CF"
"Battle Line: Medieval","297985","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110494483","6.44665","7.64437","1.8333","1331","3292","thing","Battle Line: Medieval","2","2","30","30","30","2019","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","GMT Games","English","2019","GMT English edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Die Baumeister von Arkadia","25643","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110856236","6.44552","6.91189","2.5689","1335","4684","thing","Arkadia","2","4","60","60","45","2007","2","3","4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Ravensburger","German","2007","Ravensburger German edition with SdJ logo","","","","","","","","","","","","","","","","","","","","","","","",""
"Beam me up","281680","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110657285","5.5143","5.86942","1.2","18530","195","thing","Beam me up","2","4","20","20","20","2019","2","3","4","4","8+","","","","","","","standalone","","","","","","","","","","","","moses. Verlag GmbH","German","2019","German edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Beasty Bar","165950","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110663835","6.35298","6.79934","1.413","1550","6881","thing","Beasty Bar","2","4","20","20","20","2019","2","3","4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Zoch Verlag","English German","2019","English/German-only edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Belratti","259374","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110490790","6.20194","7.1102","1.0789","2015","2488","thing","Belratti","3","8","45","45","20","2023","3","4","5","6","7","5","6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2023","German second edition"," first printing","","","","","","","","","","","","","","","","","","","",""
"Berserk: War of the Realms","131332","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112788786","5.59172","6.275","2.7222","8826","1095","thing","Berserk: War of the Realms","2","4","60","60","40","2013","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Asmodee Hobby World","English","2013","English edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Between Two Cities Essential Edition","369635","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110490470","5.70279","7.38545","1.7778","5669","919","thing","Between Two Cities Essential Edition","1","7","30","30","30","2022","3","4","5","6","7","5","6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Stonemaier Games","English","2022","English edition","","","","","","","","","","","","","","","","","","","","",""
"Beyond the Sun","317985","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110490934","7.59897","7.92911","3.1259","84","16923","thing","Beyond the Sun","2","4","120","120","60","2021","2","3","4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Strohmann Games","German","2021","German edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Bezzerwizzer","32441","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110489880","6.02117","6.41438","1.5583","2782","6274","thing","Bezzerwizzer","2","12","45","45","45","2021","3","4","5","6","8","9","10","12","4","8","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Asmodee","German","2021","German dark blue edition","","","","","","","","","","","","","","","","","",""
"Bezzerwizzer","32441","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","117947422","6.02117","6.41438","1.5583","2782","6274","thing","Bezzerwizzer","2","12","45","45","45","2008","3","4","5","6","8","9","10","12","4","8","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Mattel"," Inc.","German","2008","German green edition 2008","","","","","","","","","","","","","","","","",""
"Biberbande","3837","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491975","5.92557","6.23858","1.119","3355","8473","thing","Rat-a-Tat Cat","2","6","10","10","10","2018","2","3","4","5","6","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","AMIGO","German","2018","German third edition","","","","","","","","","","","","","","","","","","","","","",""
"BioShock Infinite: The Siege of Columbia","132428","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110658670","5.88597","6.66646","2.902","3633","3233","thing","BioShock Infinite: The Siege of Columbia","2","4","90","90","60","2013","2","4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Plaid Hat Games","English","2013","English edition","","","","","","","","","","","","","","","","","","","","","","","","",""
"Biss 20","318195","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491987","5.76729","6.96207","1.25","4715","1100","thing","Biss 20","2","8","20","20","20","2020","2","3","4","5","6","7","8","4","5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Drei Magier Spiele","English French German Italian Spanish","2020","EN/FR/DE/IT/SP edition","","","","","","","","","","","","","","","","","","",""
"Black Stories: Das Spiel","372135","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111766301","0","7.2825","0","0","73","thing","Black Stories: Das Spiel","1","4","45","45","45","2022","","","","","","","","","","standalone","","","","","","","","","","","","moses. Verlag GmbH","German","2022","German edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Black Stories: Köln Edition","43040","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110488377","0","5.8","1","0","81","thing","Black Stories: Köln Edition","2","15","20","20","20","2009","","","","","","","","","","standalone","","","","","","","","","","","","moses. Verlag GmbH","German","2009","German edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Black Stories: Nele Neuhaus Edition","281653","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110492894","0","6.66667","0","0","33","thing","Black Stories: Nele Neuhaus Edition","2","99","222","222","2","2019","","","","","","","","","","standalone","","","","","","","","","","","","moses. Verlag GmbH","German","2019","German edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blitz-Dings","142271","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111017112","6.15705","7.09275","1.0208","2188","3902","thing","Anomia: Party Edition","3","6","30","30","30","2014","3","4","5","6","5","6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2014","German edition","","","","","","","","","","","","","","","","","","","","","",""
"Blitzdings","67877","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110685750","6.28038","6.68651","1.0414","1748","9242","thing","Anomia","3","6","30","30","30","2014","3","4","5","6","5","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2014","German first edition","","","","","","","","","","","","","","","","","","","","","","",""
"Blood Bound","130877","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110493073","5.95025","6.5782","1.6324","3171","2561","thing","Blood Bound","6","12","30","30","30","2013","6","7","8","9","10","11","12","8","10","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Heidelberger Spieleverlag","German","2013","German edition","","","","","","","","","","","","","","","","","","",""
"Blood Rage","170216","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111728130","7.75722","7.92975","2.8791","49","56227","thing","Blood Rage","2","4","90","90","60","2019","3","4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Asmodee CMON Global Limited","German","2019","German fourth edition","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blueprints","140933","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112785701","6.48062","6.79615","1.6842","1253","9038","thing","Blueprints","2","4","30","30","30","2014","2","3","4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Z-Man Games","German","2014","German edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Bluff Jubiläumsausgabe","245136","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110660268","5.7874","6.78999","1.1034","4493","1185","thing","Bluff Jubiläumsausgabe","2","6","30","30","30","2018","3","4","5","6","4","5","6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Ravensburger","German","2018","German edition","","","","","","","","","","","","","","","","","","","","",""
"La Boca","136280","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110587019","6.22918","6.95385","1.3626","1918","2376","thing","La Boca","3","6","40","40","40","2013","3","4","5","6","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2013","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"Boggle","1293","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112101636","6.02388","6.23213","1.463","2767","14510","thing","Boggle","1","8","10","10","10","1992","2","3","4","5","6","7","3","4","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Parker Brothers","German","1992","Parker  Tonka German edition 1992","","","","","","","","","","","","","","","","","","","",""
"Bohnanza","11","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110497714","6.94375","7.05886","1.6677","526","72881","thing","Bohnanza","2","7","45","45","45","2016","3","4","5","6","7","4","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","AMIGO","German","2016","German edition without QR code 2016","","","","","","","","","","","","","","","","","","","","",""
"Brass: Birmingham","224517","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110496376","8.41593","8.59813","3.8808","1","64075","thing","Brass: Birmingham","2","4","120","120","60","2022","2","3","4","3","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Giant Roc Roxley","German","2022","German second edition","","","","","","","","","","","","","","","","","","","","","","",""
"Brew","332386","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495926","6.46489","7.08052","2.3699","1289","7632","thing","Brew","2","4","90","90","45","2022","2","3","4","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Skellig Games","German","2022","German edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Brick Party","181161","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110656327","5.74033","6.61855","1.375","5078","1274","thing","Brick Party","2","9","30","30","15","2015","2","4","6","8","4","6","8","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Heidelberger Spieleverlag Post Scriptum","German","2015","German edition","","","","","","","","","","","","","","","","","","","","",""
"Bring Your Own Book","173441","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110657234","5.84187","6.75203","1.1","3966","2031","thing","Bring Your Own Book","3","8","20","20","20","2017","3","4","5","6","7","8","5","6","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Noris Spiele","German","2017","German edition","","","","","","","","","","","","","","","","","","","",""
"Bronze","230746","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110657426","5.61179","6.83316","2.4286","7934","323","thing","Bronze","2","4","90","90","45","2019","2","3","4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Hobby World Kobold Spieleverlag","German","2019","German edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Broom Service","172308","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110496911","6.86565","7.16731","2.4025","623","16590","thing","Broom Service","2","5","75","75","30","2015","2","3","4","5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","alea Ravensburger","German","2015","German second edition","","","","","","","","","","","","","","","","","","","","","","",""
"Burg Appenzell","28089","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110497813","6.22985","6.86337","1.588","1914","3527","thing","Burg Appenzell","2","4","30","30","30","2022","2","3","4","3","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Zoch Verlag","English French German","2022","EN/FR/DE edition","","","","","","","","","","","","","","","","","","","","","","",""
"Burgle Bros.","172081","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110493863","7.10935","7.4365","2.3049","356","17919","thing","Burgle Bros.","1","4","90","90","45","2017","1","2","3","4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Fowers Games","German","2017","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"Butterfly Garden","116954","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110655111","6.31295","6.84965","1.472","1648","4961","thing","Butterfly Garden","2","4","30","30","30","2012","2","3","4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
